,fund_name,eom_date,financial_type,identifier,reported_price,master_price_filled,price_difference
117,Applebead,2022-08-31,Equities,QRVO,89.78,89.78,0.0
118,Applebead,2022-08-31,Equities,REGN,581.06,581.06,0.0
119,Applebead,2022-08-31,Equities,REGN,581.06,581.06,0.0
120,Applebead,2022-08-31,Equities,REGN,581.06,581.06,0.0
121,Applebead,2022-08-31,Equities,ROK,232.95,232.95,0.0
122,Applebead,2022-08-31,Government Bond,SE0008014062,122.67,122.67,0.0
123,Applebead,2022-08-31,Government Bond,SE0008014062,122.67,122.67,0.0
124,Applebead,2022-08-31,Government Bond,SE0008014062,122.67,122.67,0.0
125,Applebead,2022-08-31,Equities,SEDG,275.97,275.97,0.0
126,Applebead,2022-08-31,Equities,SEDG,275.97,275.97,0.0
127,Applebead,2022-08-31,Equities,SLB,37.46,37.46,0.0
128,Applebead,2022-08-31,Equities,SO,74.0,74.0,0.0
129,Applebead,2022-08-31,Equities,SO,74.0,74.0,0.0
130,Applebead,2022-08-31,Equities,SO,74.0,74.0,0.0
131,Applebead,2022-08-31,Equities,SO,74.0,74.0,0.0
132,Applebead,2022-08-31,Equities,STT,65.97,65.97,0.0
133,Applebead,2022-08-31,Equities,STT,65.97,65.97,0.0
134,Applebead,2022-08-31,Equities,SYY,80.11,80.11,0.0
135,Applebead,2022-08-31,Equities,TEL,123.95,123.95,0.0
136,Applebead,2022-08-31,Equities,TEL,123.95,123.95,0.0
137,Applebead,2022-08-31,Equities,TEL,123.95,123.95,0.0
138,Applebead,2022-08-31,Equities,TFC,44.21,44.21,0.0
139,Applebead,2022-08-31,Equities,TJX,61.36,61.36,0.0
140,Applebead,2022-08-31,Equities,TJX,61.36,61.36,0.0
141,Applebead,2022-08-31,Equities,TJX,61.36,61.36,0.0
142,Applebead,2022-08-31,Equities,TJX,61.36,61.36,0.0
143,Applebead,2022-08-31,Equities,TJX,61.36,61.36,0.0
144,Applebead,2022-08-31,Equities,TPR,33.67,33.67,0.0
145,Applebead,2022-08-31,Equities,TPR,33.67,33.67,0.0
146,Applebead,2022-08-31,Equities,TPR,33.67,33.67,0.0
147,Applebead,2022-08-31,Government Bond,US912810FH69,235.0,235.0,0.0
148,Applebead,2022-08-31,Government Bond,US912810FH69,235.0,235.0,0.0
149,Applebead,2022-08-31,Government Bond,US912810FH69,235.0,235.0,0.0
150,Applebead,2022-08-31,Government Bond,US912810FQ68,232.32,232.32,0.0
151,Applebead,2022-08-31,Government Bond,US912810FQ68,232.32,232.32,0.0
152,Applebead,2022-08-31,Government Bond,US912810FQ68,232.32,232.32,0.0
153,Applebead,2022-08-31,Government Bond,US912810RW09,154.8,154.8,0.0
154,Applebead,2022-08-31,Government Bond,US912828ZZ63,120.96,120.96,0.0
155,Applebead,2022-08-31,Government Bond,US912828ZZ63,120.96,120.96,0.0
156,Applebead,2022-08-31,Government Bond,US91282CDC29,110.45,110.45,0.0
157,Applebead,2022-08-31,CASH,USDCURR,,,
158,Applebead,2022-08-31,CASH,USDCURR,,,
159,Applebead,2022-08-31,CASH,USDCURR,,,
160,Applebead,2022-08-31,CASH,USDCURR,,,
161,Applebead,2022-08-31,CASH,USDCURR,,,
162,Applebead,2022-08-31,CASH,USDCURR,,,
163,Applebead,2022-08-31,CASH,USDCURR,,,
164,Applebead,2022-08-31,CASH,USDCURR,,,
165,Applebead,2022-08-31,CASH,USDCURR,,,
166,Applebead,2022-08-31,CASH,USDCURR,,,
167,Applebead,2022-08-31,Equities,WAT,298.6,298.6,0.0
168,Applebead,2022-08-31,Equities,WYNN,60.29,60.29,0.0
169,Applebead,2022-08-31,Equities,WYNN,60.29,60.29,0.0
170,Applebead,2022-08-31,Equities,XYL,90.28,90.28,0.0
171,Applebead,2022-08-31,Equities,XYL,90.28,90.28,0.0
172,Applebead,2022-09-30,Equities,ACGL,45.54,45.54,0.0
173,Applebead,2022-09-30,Equities,ACGL,45.54,45.54,0.0
174,Applebead,2022-09-30,Equities,ANSS,221.7,221.7,0.0
175,Applebead,2022-09-30,Equities,ANSS,221.7,221.7,0.0
176,Applebead,2022-09-30,Equities,ARE,136.12,136.12,0.0
177,Applebead,2022-09-30,Equities,ARE,136.12,136.12,0.0
178,Applebead,2022-09-30,Equities,ARE,136.12,136.12,0.0
179,Applebead,2022-09-30,Government Bond,AU0000XCLWP8,149.28,149.28,0.0
180,Applebead,2022-09-30,Government Bond,AU0000XCLWV6,161.05,161.05,0.0
181,Applebead,2022-09-30,Government Bond,AU0000XCLWV6,161.05,161.05,0.0
182,Applebead,2022-09-30,Government Bond,AU3TB0000135,117.15,117.15,0.0
183,Applebead,2022-09-30,Equities,AVY,160.61,160.61,0.0
184,Applebead,2022-09-30,Equities,AXP,132.98,132.98,0.0
185,Applebead,2022-09-30,Equities,AXP,132.98,132.98,0.0
186,Applebead,2022-09-30,Equities,AZO,2141.93,2141.93,0.0
187,Applebead,2022-09-30,Equities,AZO,2141.93,2141.93,0.0
188,Applebead,2022-09-30,Equities,AZO,2141.93,2141.93,0.0
189,Applebead,2022-09-30,Equities,BBY,61.18,61.18,0.0
190,Applebead,2022-09-30,Equities,BBY,61.18,61.18,0.0
191,Applebead,2022-09-30,Equities,BBY,61.18,61.18,0.0
192,Applebead,2022-09-30,Government Bond,BE0000331406,163.67,163.67,0.0
193,Applebead,2022-09-30,Government Bond,BE0000331406,163.67,163.67,0.0
194,Applebead,2022-09-30,Equities,BK,37.21,37.21,0.0
195,Applebead,2022-09-30,Equities,BR,142.18,142.18,0.0
196,Applebead,2022-09-30,Equities,BR,142.18,142.18,0.0
197,Applebead,2022-09-30,Equities,CAG,31.43,31.43,0.0
198,Applebead,2022-09-30,Equities,COP,98.72,98.72,0.0
199,Applebead,2022-09-30,Equities,COP,98.72,98.72,0.0
200,Applebead,2022-09-30,Equities,CPB,45.77,45.77,0.0
201,Applebead,2022-09-30,Equities,CPB,45.77,45.77,0.0
202,Applebead,2022-09-30,Equities,CPRT,26.6,26.6,0.0
203,Applebead,2022-09-30,Equities,CPRT,26.6,26.6,0.0
204,Applebead,2022-09-30,Equities,CRL,196.8,196.8,0.0
205,Applebead,2022-09-30,Equities,CRL,196.8,196.8,0.0
206,Applebead,2022-09-30,Equities,CRL,196.8,196.8,0.0
207,Applebead,2022-09-30,Equities,CRL,196.8,196.8,0.0
208,Applebead,2022-09-30,Equities,CSCO,38.73,38.73,0.0
209,Applebead,2022-09-30,Equities,DAL,28.0,28.0,0.0
210,Applebead,2022-09-30,Equities,DAL,28.0,28.0,0.0
211,Applebead,2022-09-30,Equities,DGX,120.27,120.27,0.0
212,Applebead,2022-09-30,Equities,DGX,120.27,120.27,0.0
213,Applebead,2022-09-30,Equities,DRI,122.18,122.18,0.0
214,Applebead,2022-09-30,Equities,EBAY,36.21,36.21,0.0
215,Applebead,2022-09-30,Equities,ENPH,277.47,277.47,0.0
216,Applebead,2022-09-30,Equities,ENPH,277.47,277.47,0.0
217,Applebead,2022-09-30,Government Bond,ES00000127C8,132.17,132.17,0.0
218,Applebead,2022-09-30,Government Bond,ES00000127C8,132.17,132.17,0.0
219,Applebead,2022-09-30,Government Bond,ES00000127G9,109.12,109.12,0.0
220,Applebead,2022-09-30,Government Bond,ES00000127G9,109.12,109.12,0.0
221,Applebead,2022-09-30,Government Bond,ES0000012852,124.38,124.38,0.0
222,Applebead,2022-09-30,Government Bond,ES0000012852,124.38,124.38,0.0
223,Applebead,2022-09-30,Equities,EW,82.63,82.63,0.0
224,Applebead,2022-09-30,Equities,EXR,166.33,166.33,0.0
225,Applebead,2022-09-30,Equities,EXR,166.33,166.33,0.0
226,Applebead,2022-09-30,Equities,FOXA,30.46,30.46,0.0
227,Applebead,2022-09-30,Equities,FOXA,30.46,30.46,0.0
228,Applebead,2022-09-30,Government Bond,FR0014001N38,122.42,122.42,0.0
229,Applebead,2022-09-30,Government Bond,FR0014001N38,122.42,122.42,0.0
230,Applebead,2022-09-30,Government Bond,GB00B421JZ66,311.11,311.11,0.0
231,Applebead,2022-09-30,Government Bond,GB00BNNGP882,212.66,212.66,0.0
232,Applebead,2022-09-30,Government Bond,GB00BNNGP882,212.66,212.66,0.0
233,Applebead,2022-09-30,Government Bond,GB00BNNGP882,212.66,212.66,0.0
234,Applebead,2022-09-30,Government Bond,GB00BYMWG366,219.54,219.54,0.0
235,Applebead,2022-09-30,Government Bond,GB00BYMWG366,219.54,219.54,0.0
236,Applebead,2022-09-30,Equities,GOOG,96.15,96.15,0.0
237,Applebead,2022-09-30,Equities,GOOG,96.15,96.15,0.0
238,Applebead,2022-09-30,Equities,GOOG,96.15,96.15,0.0
239,Applebead,2022-09-30,Equities,GWW,483.87,483.87,0.0
240,Applebead,2022-09-30,Equities,GWW,483.87,483.87,0.0
241,Applebead,2022-09-30,Equities,HAL,24.31,24.31,0.0
242,Applebead,2022-09-30,Equities,HOLX,64.52,64.52,0.0
243,Applebead,2022-09-30,Equities,HOLX,64.52,64.52,0.0
244,Applebead,2022-09-30,Equities,IEX,197.54,197.54,0.0
245,Applebead,2022-09-30,Equities,IEX,197.54,197.54,0.0
246,Applebead,2022-09-30,Equities,IFF,88.32,88.32,0.0
247,Applebead,2022-09-30,Government Bond,IT0003745541,179.07,179.07,0.0
248,Applebead,2022-09-30,Government Bond,IT0003745541,179.07,179.07,0.0
249,Applebead,2022-09-30,Government Bond,IT0003745541,179.07,179.07,0.0
250,Applebead,2022-09-30,Government Bond,IT0003745541,179.07,179.07,0.0
251,Applebead,2022-09-30,Government Bond,JP1103451GC0,100.84,100.84,0.0
252,Applebead,2022-09-30,Government Bond,JP1300521G93,97.96,97.96,0.0
253,Applebead,2022-09-30,Government Bond,JP1300521G93,97.96,97.96,0.0
254,Applebead,2022-09-30,Equities,LEN,73.44,73.44,0.0
255,Applebead,2022-09-30,Equities,LEN,73.44,73.44,0.0
256,Applebead,2022-09-30,Equities,LEN,73.44,73.44,0.0
257,Applebead,2022-09-30,Equities,LEN,73.44,73.44,0.0
258,Applebead,2022-09-30,Equities,LLY,319.93,319.93,0.0
259,Applebead,2022-09-30,Equities,LLY,319.93,319.93,0.0
260,Applebead,2022-09-30,Equities,LLY,319.93,319.93,0.0
261,Applebead,2022-09-30,Equities,LYB,71.4,71.4,0.0
262,Applebead,2022-09-30,Equities,LYB,71.4,71.4,0.0
263,Applebead,2022-09-30,Equities,LYB,71.4,71.4,0.0
264,Applebead,2022-09-30,Equities,LYV,76.04,76.04,0.0
265,Applebead,2022-09-30,Equities,LYV,76.04,76.04,0.0
266,Applebead,2022-09-30,Equities,LYV,76.04,76.04,0.0
267,Applebead,2022-09-30,Equities,MCO,240.73,240.73,0.0
268,Applebead,2022-09-30,Equities,MCO,240.73,240.73,0.0
269,Applebead,2022-09-30,Equities,META,135.68,135.68,0.0
270,Applebead,2022-09-30,Equities,META,135.68,135.68,0.0
271,Applebead,2022-09-30,Equities,META,135.68,135.68,0.0
272,Applebead,2022-09-30,Equities,MHK,91.19,91.19,0.0
273,Applebead,2022-09-30,Equities,MHK,91.19,91.19,0.0
274,Applebead,2022-09-30,Equities,MMC,147.17,147.17,0.0
275,Applebead,2022-09-30,Government Bond,NL0011819040,104.29,104.29,0.0
276,Applebead,2022-09-30,Government Bond,NL0011819040,104.29,104.29,0.0
277,Applebead,2022-09-30,Government Bond,NL0011819040,104.29,104.29,0.0
278,Applebead,2022-09-30,Equities,NWL,13.32,13.32,0.0
279,Applebead,2022-09-30,Equities,ODFL,247.91,247.91,0.0
280,Applebead,2022-09-30,Equities,ODFL,247.91,247.91,0.0
281,Applebead,2022-09-30,Equities,ODFL,247.91,247.91,0.0
282,Applebead,2022-09-30,Equities,PEP,160.04,160.04,0.0
283,Applebead,2022-09-30,Equities,PNR,39.94,39.94,0.0
284,Applebead,2022-09-30,Equities,PTC,104.6,104.6,0.0
285,Applebead,2022-09-30,Equities,PTC,104.6,104.6,0.0
286,Applebead,2022-09-30,Equities,PTC,104.6,104.6,0.0
287,Applebead,2022-09-30,Equities,QRVO,79.41,79.41,0.0
288,Applebead,2022-09-30,Equities,QRVO,79.41,79.41,0.0
289,Applebead,2022-09-30,Equities,QRVO,79.41,79.41,0.0
290,Applebead,2022-09-30,Equities,REGN,688.87,688.87,0.0
291,Applebead,2022-09-30,Equities,REGN,688.87,688.87,0.0
292,Applebead,2022-09-30,Equities,REGN,688.87,688.87,0.0
293,Applebead,2022-09-30,Equities,ROK,211.49,211.49,0.0
294,Applebead,2022-09-30,Government Bond,SE0008014062,122.3,122.3,0.0
295,Applebead,2022-09-30,Government Bond,SE0008014062,122.3,122.3,0.0
296,Applebead,2022-09-30,Government Bond,SE0008014062,122.3,122.3,0.0
297,Applebead,2022-09-30,Equities,SEDG,231.46,231.46,0.0
298,Applebead,2022-09-30,Equities,SEDG,231.46,231.46,0.0
299,Applebead,2022-09-30,Equities,SLB,35.42,35.42,0.0
300,Applebead,2022-09-30,Equities,SO,65.29,65.29,0.0
301,Applebead,2022-09-30,Equities,SO,65.29,65.29,0.0
302,Applebead,2022-09-30,Equities,SO,65.29,65.29,0.0
303,Applebead,2022-09-30,Equities,SO,65.29,65.29,0.0
304,Applebead,2022-09-30,Equities,STT,59.3,59.3,0.0
305,Applebead,2022-09-30,Equities,STT,59.3,59.3,0.0
306,Applebead,2022-09-30,Equities,SYY,68.9,68.9,0.0
307,Applebead,2022-09-30,Equities,TEL,108.38,108.38,0.0
308,Applebead,2022-09-30,Equities,TEL,108.38,108.38,0.0
309,Applebead,2022-09-30,Equities,TEL,108.38,108.38,0.0
310,Applebead,2022-09-30,Equities,TFC,41.09,41.09,0.0
311,Applebead,2022-09-30,Equities,TJX,61.14,61.14,0.0
312,Applebead,2022-09-30,Equities,TJX,61.14,61.14,0.0
313,Applebead,2022-09-30,Equities,TJX,61.14,61.14,0.0
314,Applebead,2022-09-30,Equities,TJX,61.14,61.14,0.0
315,Applebead,2022-09-30,Equities,TJX,61.14,61.14,0.0
316,Applebead,2022-09-30,Equities,TPR,27.81,27.81,0.0
317,Applebead,2022-09-30,Equities,TPR,27.81,27.81,0.0
318,Applebead,2022-09-30,Equities,TPR,27.81,27.81,0.0
319,Applebead,2022-09-30,Government Bond,US912810FH69,234.46,234.46,0.0
320,Applebead,2022-09-30,Government Bond,US912810FH69,234.46,234.46,0.0
321,Applebead,2022-09-30,Government Bond,US912810FH69,234.46,234.46,0.0
322,Applebead,2022-09-30,Government Bond,US912810FQ68,231.9,231.9,0.0
323,Applebead,2022-09-30,Government Bond,US912810FQ68,231.9,231.9,0.0
324,Applebead,2022-09-30,Government Bond,US912810FQ68,231.9,231.9,0.0
325,Applebead,2022-09-30,Government Bond,US912810RW09,154.8,154.8,0.0
326,Applebead,2022-09-30,Government Bond,US912828ZZ63,120.68,120.68,0.0
327,Applebead,2022-09-30,Government Bond,US912828ZZ63,120.68,120.68,0.0
328,Applebead,2022-09-30,Government Bond,US91282CDC29,110.17,110.17,0.0
329,Applebead,2022-09-30,CASH,USDCURR,,,
330,Applebead,2022-09-30,CASH,USDCURR,,,
331,Applebead,2022-09-30,CASH,USDCURR,,,
332,Applebead,2022-09-30,CASH,USDCURR,,,
333,Applebead,2022-09-30,CASH,USDCURR,,,
334,Applebead,2022-09-30,CASH,USDCURR,,,
335,Applebead,2022-09-30,CASH,USDCURR,,,
336,Applebead,2022-09-30,CASH,USDCURR,,,
337,Applebead,2022-09-30,CASH,USDCURR,,,
338,Applebead,2022-09-30,CASH,USDCURR,,,
339,Applebead,2022-09-30,Equities,WAT,269.53,269.53,0.0
340,Applebead,2022-09-30,Equities,WYNN,62.72,62.72,0.0
341,Applebead,2022-09-30,Equities,WYNN,62.72,62.72,0.0
342,Applebead,2022-09-30,Equities,XYL,86.57,86.57,0.0
343,Applebead,2022-09-30,Equities,XYL,86.57,86.57,0.0
344,Applebead,2022-10-31,Equities,ACGL,57.5,63.25,-5.75
345,Applebead,2022-10-31,Equities,ACGL,57.5,63.25,-5.75
346,Applebead,2022-10-31,Equities,ANSS,221.16,243.276,-22.116000000000014
347,Applebead,2022-10-31,Equities,ANSS,221.16,243.276,-22.116000000000014
348,Applebead,2022-10-31,Equities,ARE,141.09,155.199,-14.109000000000009
349,Applebead,2022-10-31,Equities,ARE,141.09,155.199,-14.109000000000009
350,Applebead,2022-10-31,Equities,ARE,141.09,155.199,-14.109000000000009
351,Applebead,2022-10-31,Government Bond,AU0000XCLWP8,149.51,164.461,-14.951000000000022
352,Applebead,2022-10-31,Government Bond,AU0000XCLWV6,161.37,177.507,-16.137
353,Applebead,2022-10-31,Government Bond,AU0000XCLWV6,161.37,177.507,-16.137
354,Applebead,2022-10-31,Government Bond,AU3TB0000135,117.38,129.118,-11.738
355,Applebead,2022-10-31,Equities,AVY,167.37,184.107,-16.736999999999995
356,Applebead,2022-10-31,Equities,AXP,146.89,161.579,-14.689000000000021
357,Applebead,2022-10-31,Equities,AXP,146.89,161.579,-14.689000000000021
358,Applebead,2022-10-31,Equities,AZO,2532.88,2786.168,-253.288
359,Applebead,2022-10-31,Equities,AZO,2532.88,2786.168,-253.288
360,Applebead,2022-10-31,Equities,AZO,2532.88,2786.168,-253.288
361,Applebead,2022-10-31,Equities,BBY,66.08,72.688,-6.608000000000004
362,Applebead,2022-10-31,Equities,BBY,66.08,72.688,-6.608000000000004
363,Applebead,2022-10-31,Equities,BBY,66.08,72.688,-6.608000000000004
364,Applebead,2022-10-31,Government Bond,BE0000331406,163.94,180.334,-16.394000000000005
365,Applebead,2022-10-31,Government Bond,BE0000331406,163.94,180.334,-16.394000000000005
366,Applebead,2022-10-31,Equities,BK,41.04,45.144,-4.103999999999999
367,Applebead,2022-10-31,Equities,BR,147.84,162.624,-14.783999999999992
368,Applebead,2022-10-31,Equities,BR,147.84,162.624,-14.783999999999992
369,Applebead,2022-10-31,Equities,CAG,35.35,38.885,-3.5349999999999966
370,Applebead,2022-10-31,Equities,COP,121.63,133.793,-12.163000000000011
371,Applebead,2022-10-31,Equities,COP,121.63,133.793,-12.163000000000011
372,Applebead,2022-10-31,Equities,CPB,51.79,56.969,-5.179000000000002
373,Applebead,2022-10-31,Equities,CPB,51.79,56.969,-5.179000000000002
374,Applebead,2022-10-31,Equities,CPRT,28.76,31.636,-2.8759999999999977
375,Applebead,2022-10-31,Equities,CPRT,28.76,31.636,-2.8759999999999977
376,Applebead,2022-10-31,Equities,CRL,212.25,233.475,-21.224999999999994
377,Applebead,2022-10-31,Equities,CRL,212.25,233.475,-21.224999999999994
378,Applebead,2022-10-31,Equities,CRL,212.25,233.475,-21.224999999999994
379,Applebead,2022-10-31,Equities,CRL,212.25,233.475,-21.224999999999994
380,Applebead,2022-10-31,Equities,CSCO,44.4,48.84,-4.440000000000005
381,Applebead,2022-10-31,Equities,DAL,33.86,37.246,-3.386000000000003
382,Applebead,2022-10-31,Equities,DAL,33.86,37.246,-3.386000000000003
383,Applebead,2022-10-31,Equities,DGX,141.57,155.727,-14.15700000000001
384,Applebead,2022-10-31,Equities,DGX,141.57,155.727,-14.15700000000001
385,Applebead,2022-10-31,Equities,DRI,139.72,153.692,-13.972000000000008
386,Applebead,2022-10-31,Equities,EBAY,39.19,43.109,-3.919000000000004
387,Applebead,2022-10-31,Equities,ENPH,307.0,337.7,-30.69999999999999
388,Applebead,2022-10-31,Equities,ENPH,307.0,337.7,-30.69999999999999
